author_id,name,country,country_id,gender,Gender,Gender Probability,Gender Count
Alfredo.M.Castaneda.Hernandez.1,Alfredo Martin,Mexico,MX,male,male,1.0,8
J.A.Lopez.Osio.1,Angel,Mexico,MX,male,male,0.98,74041
I.Garcia.1,Irving,Mexico,MX,male,male,1.0,10956
R.Betzholz.1,Ralf,China,CN,male,male,1.0,147
B.G.Taketani.2,Bruno,Brazil,BR,male,male,1.0,161185
J.P.Torres.1,Juan,Mexico,MX,male,male,0.99,297831
R.GomezRosas.1,Rocío,Mexico,MX,female,female,0.99,2753
M.E.Araiza.Garcia.1,Moises,Mexico,MX,male,male,1.0,17789
P.Ghosh.1,Premomoy,India,IN,unknown,male,1.0,1
C.Balazs.1,Csaba,United States,US,male,male,0.99,107
Hong.Jian.He.1,Hong Jian,United States,US,andy,male,0.84,679
M.Rodriguez.Cahuantzi.1,Mario,Mexico,MX,male,male,1.0,95593
V.A.Zavala.Perez.1,Victor Alberto,Mexico,MX,male,male,0.98,66
V.A.ZavalaPerez.1,Víctor Alberto,Mexico,MX,male,male,1.0,8
J.E.Paschalis.1,Joannis,Greece,GR,unknown,male,1.0,17
J.A.Herrera.Mendoza.1,Jhony Ariel,Mexico,MX,male,male,0.99,1733
J.A.PantojaGonzalez.1,Aldair,Mexico,MX,unknown,male,0.99,3012
Aldair.Pantoja.1,Aldair Pantoja,Mexico,MX,unknown,male,0.99,3012
M.E.Hernandez.Garcia.1,Eduardo,Mexico,MX,male,male,1.0,128077
A.Paz.1,Antonio,Mexico,MX,male,male,0.99,102707
J.D.Romo.1,José,Mexico,MX,male,male,0.99,26092
Sushanta.Tripathy.1,Sushanta,Mexico,MX,unknown,unknown,0.0,0
E.A.Zepeda.1,Erik,Mexico,MX,male,male,0.99,17569
Y.Y.Demikhovskii.1,Ya,Russian Federation,RU,andy,female,0.54,308
L.Rivera.1,Luis,Mexico,MX,male,male,1.0,281467
E.Mendoza.Torres.1,Eduardo,Mexico,MX,male,male,1.0,128077
M.Alvarez.Estevez.1,Manuel,Mexico,MX,male,male,0.99,111429
E.Loza.1,Edgar,Mexico,MX,male,male,1.0,76038
E.De.La.Fuente.2,Eduardo,Mexico,MX,male,male,1.0,128077
A.Pantoja.1,Aldair,Mexico,MX,unknown,male,0.99,3012
P.Fierro.1,Pablo,Mexico,MX,male,male,1.0,48279
J.R.Alvarado.Garcia.1,Jesús Ricardo,Mexico,MX,male,male,0.95,44
A.Ruiz.6,Alan,Mexico,MX,male,male,0.99,37740
E.Sadurn.1,Emerson,Mexico,MX,male,male,0.99,172
E.Rivera.Mocinos.1,Eladio,Mexico,MX,male,male,0.99,1374
J.L.Osio.1,José,Mexico,MX,male,male,0.99,26092
G.L.Celardo.1,Giuseppe Luca,Mexico,MX,male,male,0.99,287
V.Zelevinsky.1,Vladimir,United States,US,male,male,1.0,14089
G.Casati.1,Giulio,Italy,IT,male,male,0.99,63686
E.Vataga.1,Elena,Italy,IT,female,female,0.99,207697
M.A.Arroyo.Urena.2,Marco,Mexico,MX,male,male,1.0,64933
F.Preti.1,Francesco,Germany,DE,male,male,1.0,5387
T.Calarco.1,Tommaso,Germany,DE,male,male,0.99,378
J.Z.Bernad.1,József Zsolt,Germany,DE,male,male,1.0,717
A.Lopez.Villanueva.2,Alberto,Mexico,MX,male,male,1.0,85412
P.Banerjee.6,Pritam,India,IN,male,male,0.99,13858
M.Momennia.1,Mehrab,Mexico,MX,unknown,unknown,0.0,0
P.Klimov.1,Pavel,Russian Federation,RU,male,male,1.0,30851
D.Rojas.1,Diana,United Kingdom,GB,female,female,0.99,18900
K.Yagyu.1,Kei,United Kingdom,GB,female,male,0.67,87
B.Das.1,Biswaranjan,India,IN,unknown,male,0.99,171
A.C.Monteverde.1,Carrillo,Mexico,MX,unknown,male,0.67,210
Hitoshi.Murayama.1,Hitoshi,United States,US,male,male,1.0,205
A.T.Pierce.1,Aaron Thomas,United States,US,male,male,1.0,205289
S.Rosado.2,Sebastian,Mexico,MX,male,male,0.99,13815
F.Mattiotti.1,Francesco,France,FR,male,male,0.99,3536
M.Sarovar.1,Mohan,United States,US,male,male,0.99,4943
G.G.Giusteri.1,Giulio,Italy,IT,male,male,0.99,63686
V.Vazquez.Baez.1,Víctor Manuel,Mexico,MX,male,male,1.0,1126
J.H.Aguilar.1,Jorge Hernández,Mexico,MX,male,male,1.0,3
R.Lizardocastro.1,Raúl,Mexico,MX,male,male,0.99,6238
S.H.Hendi.1,Seyed Hossein,"Iran, Islamic Republic of",IR,male,male,1.0,47
S.Hajkhalili.1,Somayeh,"Iran, Islamic Republic of",IR,unknown,female,0.98,1659
Mubashar.Jamil.1,Mubasher,China,CN,unknown,male,1.0,2
E.Calva.Tellez.2,Edgardo,Mexico,MX,male,male,1.0,3940
J.B.Magallanes.1,Jingle,Philippines,PH,unknown,female,0.85,99
J.B.Bornales.1,Jinky,Philippines,PH,unknown,female,0.99,735
G.H.Sun.1,Guo Hua,Mexico,MX,andy,female,0.5,4
K.Zelaya.2,Kevin,Canada,CA,male,male,1.0,54315
V.Hussin.2,Véronique,Canada,CA,female,female,1.0,1128
C.Gatto.1,Corrado,Italy,IT,male,male,1.0,29976
B.Fabela.Enriquez.1,Brenda,Mexico,MX,female,female,0.99,48085
M.I.Pedraza.Morales.3,Maria Isabel,Mexico,MX,female,female,0.99,3680
D.V.Ahluwalia.1,Dharam Vir,Mexico,MX,male,unknown,0.0,0
V.I.Tkach.1,Vladimir,Mexico,MX,male,male,1.0,2980
R.G.Vishwakarma.1,Ram Gopal,Mexico,MX,male,male,1.0,2
P.Bronowski.1,Piotr,Poland,PL,male,male,1.0,172568
M.A.Hernandez.ruiz.4,Maria,Mexico,MX,female,female,0.99,169303
C.Ortiz.2,Carlos,Mexico,MX,male,male,1.0,250292
A.Gutierrez.Rodriguez.3,Alejandro,Mexico,MX,male,male,1.0,162072
Yong.Liu.1,Yong,France,FR,male,male,0.86,150
Ion.N.Stancu.1,Ion,United States,US,male,male,0.99,963
Yan.Wen.Liu.1,Yanwen,France,FR,andy,female,0.67,9
A.Munoz.2,Andrés,Mexico,MX,male,male,0.99,5387
J.L.Q.Gonzalez.1,JQuintanar,Mexico,MX,unknown,unknown,0.0,0
A.Lizardo.1,Andrés,Mexico,MX,male,male,0.99,5387
A.Espinoza.2,Augusto,Mexico,MX,male,male,1.0,2448
B.P.Kosyakov.1,Boris,Russian Federation,RU,male,male,1.0,7812
Jairo.Martinez.Montoya.1,Jairo Javier,Mexico,MX,male,male,1.0,6
V.V.Dvoeglazov.3,Valeriy,Mexico,MX,male,male,1.0,1
E.Guerkanli.1,Emre,Turkey,TR,male,male,0.98,184448
S.J.Vlaev.1,Stoyan,Mexico,MX,male,male,1.0,1
E.Rodriguez.Milla.1,Bety,Mexico,MX,unknown,female,0.99,7838
I.Dymnikova.1,Irina,Poland,PL,female,female,0.99,718
V.G.Kadyshevsky.1,Vladimir,Russian Federation,RU,male,male,1.0,44967
Young.Suh.Kim.1,Young Suh,United States,US,female,female,0.58,31
C.P.Hays.1,Christopher Paul,United States,US,male,male,1.0,4
R.Santos.1,Rui,Portugal,PT,male,male,0.99,52641
M.S.Berger.2,Micheal,United States,US,male,male,0.99,18303
G.Cynolter.1,Gabor,Hungary,HU,unknown,male,1.0,7904
M.Koeksal.1,Murat,Turkey,TR,male,male,0.98,403317
A.A.Billur.2,Ahmet,Turkey,TR,male,male,0.98,463987
M.De.Los.Angeles.Hernandez.Ruiz.1,Maria,Mexico,MX,female,female,0.99,169303
B.Rodriguez.4,Benito,Mexico,MX,male,male,0.99,8638
J.V.Narlikar.1,Jayant Vishnu,India,IN,unknown,male,1.0,11276
S.Dhurandhar.1,Sanjeev,India,IN,male,male,1.0,44481
S.R.Valluri.1,Sreeram,Canada,CA,unknown,male,1.0,18
H.R.Vega.Carrillo.1,Hector Rene,Mexico,MX,male,male,1.0,48
L.Hernandez.Adame.1,Luis,France,FR,male,male,0.99,11272
K.A.Guzman.Garcia.2,Karen Arlete,Spain,ES,female,female,0.98,10516
A.A.Ortiz.Hernandez.1,Arturo Agustin,Mexico,MX,male,male,1.0,4
J.A.Rodriguez.Rodriguez.1,Jose Antonio,Mexico,MX,male,male,1.0,9807
C.A.Juarez.Alvarado.1,Cesar Antonio,Mexico,MX,male,male,0.99,205
V.Ari.2,Volkan,Turkey,TR,male,male,0.98,46884
Myron.W.Evans.1,Myron Wyn,Canada,CA,male,male,1.0,627
A.Gonzalez.Sanchez.3,Alejandro,Mexico,MX,male,male,1.0,162072
S.Neumeier.1,Stefan,Germany,DE,male,male,1.0,130740
A.C.Nayak.1,Alekha,India,IN,unknown,male,0.98,81
A.Jackura.1,Andrew,United States,US,male,male,1.0,401335
J.Nys.1,Jannes,Belgium,BE,male,male,0.99,177
N.Sherrill.1,Nathaniel,United States,US,male,male,1.0,35817
A.Rodas.1,Arkaitz,Spain,ES,male,male,0.99,1662
J.Mifsud.2,Jurgen,Malta,MT,male,male,0.99,215
P.Christiansen.1,Peter Harald Lindenov,Sweden,SE,male,male,1.0,931
E.Cuautle.Flores.1,Eleazar,Mexico,MX,unknown,male,0.99,6025
I.Maldonado.cervantes.3,Ivonne,Mexico,MX,female,female,1.0,15257
Y.Chen.89,Yuanyuan,China,CN,andy,female,0.92,250
L.Chen.64,Lixiang,China,CN,andy,male,0.62,29
B.Dittrich.1,Bianca,Canada,CA,female,female,1.0,3417
P.A.Hohn.2,Philipp,Austria,AT,male,male,1.0,8272
T.A.Koslowski.2,Tim,Mexico,MX,male,male,0.97,260
M.I.Nelson.1,Mike,Ghana,GH,male,male,0.99,1381
A.Hauser.1,Alberto,Mexico,MX,male,male,1.0,85412
I.Cortese.1,Ignacio,Mexico,MX,male,male,1.0,21589
A.Morsch.1,Andreas,France,FR,male,male,0.94,1729
C.C.Perez.1,Carballo,Mexico,MX,unknown,male,0.56,16
K.G.Zloshchastiev.1,Konstantin,Mexico,MX,male,male,1.0,9
G.Adesso.1,Gerardo,Italy,IT,male,male,0.99,25291
N.Cundy.1,Nigel,"Korea, Republic of",KR,male,male,1.0,10
M.Gockeler.1,Meinulf,Germany,DE,male,male,1.0,2
R.Horsley.1,Roger,United Kingdom,GB,male,male,1.0,33236
Y.Nakamura.1,Yuki,Japan,JP,female,male,0.52,5311
D.Pleiter.1,Dirk,Germany,DE,male,male,1.0,59335
P.E.L.Rakow.1,PaulL,United Kingdom,GB,unknown,male,0.98,64
G.Schierholz.1,Gerrit,Germany,DE,male,male,0.99,3851
J.M.Zanotti.1,James,United Kingdom,GB,male,male,1.0,280634
C.A.Margalli.1,Carlos,Mexico,MX,male,male,1.0,250292
J.A.Garcia.5,José Antonio,Mexico,MX,male,male,0.99,2094
M.Panero.1,Marco,Spain,ES,male,male,0.99,23275
M.Boegli.1,Michael,Switzerland,CH,male,male,1.0,21757
M.Pep.1,Michele,Italy,IT,male,male,0.82,291941
F.G.Rejon.Barrera.1,Fernando,Netherlands,NL,male,male,0.99,1422
J.A.Garcia.3,Antonio,Mexico,MX,male,male,0.99,102707
George.F.Fox.1,George Frederic,United States,US,male,male,1.0,3435
A.Nath.Mishra.1,Aditya Nath,Mexico,MX,male,male,1.0,11
T.A.Koslowski.1,Tim,Germany,DE,male,male,1.0,42541
J.Lumma.1,Johannes Tadeo,Mexico,MX,male,male,1.0,78
E.Sarkisyan.grinbaum.2,Edward,France,FR,male,male,0.99,1974
Raghunath.Sahoo.1,Raghunath,India,IN,unknown,male,0.98,643
Alexander.S.Sakharov.1,Alexander,France,FR,male,male,0.99,2901
A.Much.1,Albert,Mexico,MX,male,male,0.98,3045
S.Riggi.1,Simone,Spain,ES,female,female,0.78,1487
A.Insolia.1,Antonio,Italy,IT,male,male,0.99,577619
E.Trovato.1,Enrica,Italy,IT,female,female,1.0,20392
D.Landa.Marban.1,David,Mexico,MX,male,male,1.0,105348
L.S.Miranda.1,Luis Salvador,Mexico,MX,male,male,1.0,45
D.Vidal.Cruzprieto.1,Diego,Mexico,MX,male,male,0.99,61254
M.Schreck.2,Marco,Brazil,BR,male,male,1.0,62121
E.Dominguez.2,Edgar,Mexico,MX,male,male,1.0,76038
S.Chakrabortty.1,Shankhadeep,India,IN,unknown,male,1.0,6
T.K.Dey.1,Tanay,Mexico,MX,unknown,female,1.0,2
R.Fioresi.1,Rita,Italy,IT,female,female,0.99,101083
F.A.Nadal.1,Felip,Spain,ES,unknown,male,0.99,462
G.G.Barnafoldi.1,Gergely Gabor,Hungary,HU,male,male,1.0,7904
F.Werner.1,Felix,Germany,DE,male,male,1.0,34724
E.O.Ricardo.1,Erasto Ortiz,Mexico,MX,unknown,male,0.99,735
C.B.Ocampo.1,Cesar Bertoni,Mexico,MX,male,male,1.0,74182
M.M.Terron.1,Mónica Maldonado,Mexico,MX,female,female,0.99,3859
A.S.Zurita.1,Arturo Sanchez,Mexico,MX,male,male,1.0,8
R.C.Beltran.1,Rigoberto Castro,Mexico,MX,male,male,1.0,1
A.B.URen.1,Alfred,Mexico,MX,male,male,0.99,1517
F.Casas.1,Fernando,Spain,ES,male,male,0.99,138513
J.A.Oteo.2,Jose Angel,Mexico,MX,male,male,0.99,5082
J.Ben.Geloun.1,Joseph,Benin,BJ,male,male,1.0,478
J.C.Maldonado.Gonzalez.1,Julio Cesar,Mexico,MX,male,male,1.0,7804
I.Dominguez.3,Isabel,Mexico,MX,female,female,0.98,41588
V.Mokeev.1,Victor,United States,US,male,male,1.0,146690
E.Dominguez.Rosas.1,Edgar,Mexico,MX,male,male,1.0,76038
G.Guerrero.Navarro.1,Gustavo,Mexico,MX,male,male,1.0,52682
E.Ortiz.Pacheco.1,Emmanuel,Mexico,MX,male,male,1.0,29955
A.Leviatan.1,Amiram,Israel,IL,male,male,0.99,174
A.Higuchi.1,Atsushi,Switzerland,CH,male,male,1.0,7
A.Sandulescu.1,Aureliu,Romania,RO,male,male,1.0,6
D.Pollney.1,Denis,Germany,DE,male,male,0.98,10397
David.A.Lowe.1,David Anthony,United States,US,male,male,1.0,15
B.Mashhoon.1,Bahram,United States,US,male,male,1.0,334
J.C.McClune.1,James,United States,US,male,male,1.0,746260
V.I.Kukulin.1,Vladimir,Mexico,MX,male,male,1.0,2980
R.Tresguerres.1,Romualdo,Spain,ES,male,male,0.99,544
S.B.Gazes.1,Stuart,United States,US,male,male,1.0,30915
Eric.Plagnol.1,Eric,France,FR,male,male,0.99,199258
L.Garcia.Trujillo.1,Luis,Mexico,MX,male,male,1.0,281467
J.A.Gonzalez.26,Jose Antonio,Mexico,MX,male,male,1.0,9807
M.J.Cho.1,In yong,Mexico,MX,male,male,0.67,12
T.W.Elze.1,Th,Germany,DE,unknown,male,0.92,60
T.Happ.1,Th,Germany,DE,unknown,male,0.92,60
E.A.McCutchan.1,Elizabeth,United States,US,female,female,1.0,363876
F.J.Hernandez.1,Francisco,Mexico,MX,male,male,1.0,136850
N.Kiang.1,Nancy,United States,US,female,female,1.0,322042
A.Segura.1,Antigona,Mexico,MX,female,female,1.0,3
G.Tinetti.1,Giovanna,France,FR,female,female,0.99,1342
Govindjee.1,Govindjee,United States,US,unknown,male,1.0,1
R.E.Blankenship.1,Robert,United States,US,male,male,1.0,780374
J.Siefert.1,Janet,United States,US,female,female,1.0,163354
D.Crisp.1,David,United States,US,male,male,1.0,1143153
V.Meadows.1,Victoria,United States,US,female,female,1.0,150018
G.Pallares.2,Gabriel,Mexico,MX,male,male,0.99,54625
G.Popa.1,Gabriela,United States,US,female,female,1.0,41598
S.R.Lesher.1,Shelly,United States,US,female,female,0.98,10077
A.Aprahamian.1,Ani,United States,US,female,female,0.96,4826
A.Gaona.1,Alejandro,Mexico,MX,male,male,1.0,162072
A.M.Garcia.Garcia.1,Antonio,United States,US,male,male,1.0,113410
R.De.Pietri.1,Roberto,France,FR,male,male,0.99,6109
S.Jeon.1,Sangyong,United States,US,unknown,male,1.0,7
J.I.Kapusta.1,Joseph,United States,US,male,male,1.0,402489
A.Sarmiento.G.1,Antonio,Mexico,MX,male,male,0.99,102707
J.A.Austrich.Olivares.1,Joan,Mexico,MX,male,male,0.64,3033
E.Iwotschkin.1,Elias,Germany,DE,male,male,0.99,3528
A.Santangelo.2,Andrea,Germany,DE,female,female,0.98,69488
A.Guzman.3,Alejandro,Germany,DE,male,male,1.0,1549
T.Mernik.2,Thomas,Germany,DE,male,male,1.0,202801
J.Bayer.2,Jörg,Germany,DE,male,male,1.0,17804
M.T.Gustavo.1,Medina Tanco,Mexico,MX,female,female,1.0,1
L.Wiencke.1,Lawrence,United States,US,male,male,1.0,58380
A.Dromard.1,Arthur,Germany,DE,male,male,1.0,4348
K.Cichy.1,Krzysztof,Germany,DE,male,male,1.0,2551
J.F.Wagner.1,Marcus,Germany,DE,male,male,1.0,30510
M.V.L.Yanez.1,Marco Vladimir Lemus,Mexico,MX,male,male,1.0,64933
Michael.Doring.1,Michael,United States,US,male,male,1.0,1225359
Bin.Hu.2,Bin,United States,US,andy,male,0.97,2496
R.Molina.1,Raquel,United States,US,female,female,1.0,35576
V.I.Manko.3,Vladimir Ivanovich,Russian Federation,RU,male,male,1.0,1
O.Rinne.1,Oliver,United States,US,male,male,0.99,22495
C.Armendariz.Picon.1,Cristian,United States,US,male,male,0.99,27952
R.Penco.1,Riccardo,United States,US,male,male,1.0,1653
G.Caspar.1,Gunther,Germany,DE,male,male,1.0,2199
T.Schonenbach.1,Thomas,Germany,DE,male,male,1.0,202801
M.Schafer.2,Martin,Germany,DE,male,male,1.0,106420
F.Mercati.1,Flavio,Canada,CA,male,male,1.0,393
David.Sloan.1,David,United Kingdom,GB,male,male,1.0,381854
Peng.Guo.1,Peng,United States,US,andy,male,0.97,2667
Cristiano.Fanelli.1,Cristiano,United States,US,male,male,1.0,1678
A.N.Hiller.Blin.6,Astrid,Germany,DE,female,female,0.99,13721
V.I.Mokeev.1,Victor,United States,US,male,male,1.0,146690
A.Sulaksono.1,Anto,Indonesia,ID,male,male,0.99,595
J.A.Maruhn.1,Joachim,Germany,DE,male,male,1.0,26593
M.Zingale.1,Michael,United States,US,male,male,1.0,1225359
D.J.Bedingham.1,Daniel,United Kingdom,GB,male,male,1.0,150020
Cyril.Adamuscin.1,Cyril,France,FR,male,male,0.99,76814
E.Tomasi.Gustafsson.1,Egle,France,FR,female,female,0.79,28
J.ChavezCarlos.1,Jorge,Mexico,MX,male,male,1.0,204658
F.Garcia.Flores.1,Fernando,Mexico,MX,male,male,1.0,121034
C.Z.Munoz.1,Cristian Zamora,Mexico,MX,male,male,0.98,31192
S.Najera.1,Sebastián,Mexico,MX,male,male,0.99,1938
A.Gamboa.1,Aldo,Mexico,MX,male,male,1.0,18507
A.AguilarNieto.1,Alejandro,Mexico,MX,male,male,1.0,162072
J.M.N.L.Pullicino.1,Jurgen Mifsud Nathan Lee,Malta,MT,male,male,0.99,215
Ramandeep.Gill.1,Ramandeep,Israel,IL,unknown,unknown,0.0,0
I.A.V.Polanco.1,Isabel Abigail Valadez,Mexico,MX,female,female,0.99,14559
V.MunozVitelly.1,Victor,Mexico,MX,male,male,1.0,104051
J.M.Hernandez.1,Jose Maria,Mexico,MX,male,male,0.98,1781
B.G.Bravo.1,Brandon Gómez,Mexico,MX,male,male,0.99,13700
B.D.J.Hernandez.1,Bryan Juárez,Mexico,MX,male,male,0.99,10180
J.D.Bjorken.2,James,United States,US,male,male,1.0,746260
T.Josset.2,Thibaut,France,FR,male,male,0.99,15735
A.Najera.1,Antonio,Mexico,MX,male,male,0.99,102707
A.Fajardo.1,Amanda,Mexico,MX,female,female,0.99,4023
J.D.Morales.Mendoza.1,Jorge Daniel,Mexico,MX,male,male,0.98,189
B.S.Kay.1,Bernard,United Kingdom,GB,male,male,1.0,8654
S.L.C.Barroso.1,SergioC,Brazil,BR,unknown,unknown,0.0,0
D.Veberic.1,Darko,Slovenia,SI,male,male,1.0,1377
P.K.Skowronski.1,Piotr Krzysztof,France,FR,male,male,1.0,701
B.Tomasik.1,Boris,Denmark,DK,male,male,1.0,234
Raul.Jimenez.1,Raul,Mexico,MX,male,male,1.0,63071
R.Bala.1,Renu,India,IN,female,female,0.99,13872
J.Bielcikova.1,Jana,Czechia,CZ,female,female,0.99,127593
D.Oriti.1,Daniele,Germany,DE,female,male,0.93,1528
M.Bogli.2,Michael,Switzerland,CH,male,male,1.0,21757
J.C.Pinto.Barros.1,João Pinto,Switzerland,CH,male,male,0.99,486
S.Caspar.1,Stephan,United States,US,male,male,1.0,11128
M.Hornung.2,Manes,Switzerland,CH,unknown,unknown,0.0,0
R.Vertesi.1,Róbert,Hungary,HU,male,male,1.0,1599
A.Misak.1,Anett,Hungary,HU,female,female,1.0,4433
C.Dappiaggi.1,Claudio,Italy,IT,male,male,1.0,195938
A.Marta.1,Alessio,Italy,IT,male,male,0.99,151445
R.Espindola.2,Ricardo,Mexico,MX,male,male,1.0,110419
H.R.C.Ferreira.1,HugoC,Italy,IT,unknown,male,1.0,1
W.Lu.3,Wenbin,United States,US,andy,male,0.93,43
Pawan.Kumar.1,Pawan,United States,US,male,male,0.97,2292
H.Martel.1,Hugo,United States,US,male,male,1.0,32084
M.Durdevich.1,Micho,Mexico,MX,unknown,male,0.78,40
H.Makaruk.1,Hanna,United States,US,female,female,0.99,15956
R.Owczarek.1,Robert,United States,US,male,male,1.0,780374
C.Clarkson.1,Chris,Canada,CA,male,male,0.96,19942
R.K.Barrett.1,Richard,United Kingdom,GB,male,male,1.0,194791
Axel.Weber.1,Axel,Mexico,MX,male,male,0.99,14660
H.H.Hernandez.Hernandez.1,Hector,Mexico,MX,male,male,1.0,67263
I.Maldonado.Cervantes.1,Ivonne Alicia,Mexico,MX,female,female,1.0,2
C.De.Donato.2,Cinzia,Italy,IT,female,female,1.0,88288
G.Medina.Tanco.1,Gustavo,Mexico,MX,male,male,1.0,52682
T.Okamoto.1,Takashi,United Kingdom,GB,male,male,1.0,143
G.A.Medina.Tanco.3,Gustavo,Mexico,MX,male,male,1.0,52682
Heinerich.Kohler.1,"Kohler, Heinerich",Germany,DE,unknown,unknown,0.0,0
T.Guhr.1,Thomas,Germany,DE,male,male,1.0,202801
K.Bhattacharya.1,Kaushik,Mexico,MX,male,male,1.0,1
C.Melioli.1,Claudio,Brazil,BR,male,male,1.0,61938
D.Martinez.del.Rio.1,David,Mexico,MX,male,male,1.0,105348
B.A.Morales.1,Benjamin Alejandro,Mexico,MX,male,male,1.0,8
T.J.Weiler.1,Thomas,United States,US,male,male,1.0,360809
D.Mayani.1,Daniel,Mexico,MX,male,male,1.0,137475
F.A.Nadal.2,Felip,Spain,ES,unknown,male,0.99,462
G.Stagno.1,Gabriele,Mexico,MX,female,male,0.76,17
P.Palni.1,Prabhakar,Poland,PL,unknown,male,1.0,1
A.Khuntia.1,Arvind,Poland,PL,male,male,1.0,25
P.Bartalini.3,Paolo,Mexico,MX,male,male,0.99,907
A.Sood.5,Ashima,India,IN,female,female,1.0,2906
S.Thakur.12,Swati,India,IN,female,female,1.0,41216
N.Sharma.4,Vijay,Mexico,MX,male,male,1.0,19
A.Yadav.1,Abhishek,India,IN,unknown,male,1.0,137004
M.K.Sharma.1,Manoj,India,IN,male,male,0.99,128512
Raj.Kumar.1,Raj,India,IN,male,male,0.99,104267
P.P.Singh.1,Prem,India,IN,female,male,0.99,35639
W.Miller.6,Willard,United States,US,male,male,1.0,3740
M.Chavez.Estrada.1,Marisol,Mexico,MX,female,female,0.99,29452
J.A.Flores.1,José Antonio,Mexico,MX,male,male,0.99,2094
S.Hernandez.3,Saúl,Mexico,MX,unknown,male,0.99,2224
C.E.Lopez.Fortin.3,CarlosLópez,Mexico,MX,unknown,male,1.0,1
S.Cordero.1,Sergio,Mexico,MX,male,male,1.0,95494
O.Castanos.2,Octavio,Mexico,MX,male,male,1.0,18244
R.J.Garcia.Lopez.1,Ramon,Mexico,MX,male,male,1.0,29245
E.NahmadAchar.1,Eduardo,Mexico,MX,male,male,1.0,128077
J.C.del.Valle.3,Juan Carlos,Mexico,MX,male,male,0.99,27535
N.Mallick.2,Neelkamal,India,IN,unknown,male,0.96,46
M.Wagner.1,Marc,Germany,DE,male,male,1.0,44325
Bartlomiej.Czech.1,Bartlomiej Stanislaw,China,CN,male,unknown,0.0,0
Zi.Zhi.Wang.1,Zi zhi,China,CN,andy,male,0.54,154
A.Rosales.De.Leon.1,Alberto,Mexico,MX,male,male,1.0,85412
L.Parra.1,Lorena,Mexico,MX,female,female,0.99,35024
G.Galata.2,Giuseppe,Mexico,MX,male,male,0.99,287
M.Sanchez.3,Manuel,Mexico,MX,male,male,0.99,111429
J.Virrueta.1,Julio Cesar,Mexico,MX,male,male,1.0,7804
S.Pottel.2,Steffen,Germany,DE,male,male,1.0,38602
C.Calcaneoroldan.1,Carlos,Mexico,MX,male,male,1.0,250292
B.Moralesruiz.1,Benjamin,Mexico,MX,male,male,1.0,13173
S.N.Karpov.1,Sergey Nikolaevich,Russian Federation,RU,male,male,1.0,2
M.Zahar.1,Mohamed,United States,US,male,male,0.99,36171
H.Harleston.1,Hugh,Mexico,MX,male,male,0.99,103
E.T.Vishniac.1,Ethan,United States,US,male,male,1.0,51135
U.H.Danielsson.1,Ulf,Sweden,SE,male,male,0.99,4379
M.A.Sanchis.Lozano.1,Miguel,Spain,ES,male,male,0.99,249989
A.Nath.5,Abhishek,Mexico,MX,unknown,male,1.0,6
Mishra.1,Mishra,Mexico,MX,unknown,unknown,0.0,0
Yu.Fen.Liu.1,Yu Fen,Mexico,MX,andy,male,0.67,3
A.Antillon.2,Armando,Mexico,MX,male,male,1.0,66552
J.Bernalarroyo.1,Jorge,Mexico,MX,male,male,1.0,204658
N.Wyllard.1,Niclas,Sweden,SE,male,male,1.0,6727
F.Freire.1,Filipe,Germany,DE,male,male,1.0,554
J.A.Cizewski.1,Jolie,United States,US,female,female,1.0,3501
V.Husain.1,Viqar,Canada,CA,unknown,female,0.5,6
E.A.Martinez.1,Erik,Canada,CA,male,male,1.0,4681
Paulo.Fonte.1,Paulo,Portugal,PT,male,male,1.0,94483
G.Chachamis.1,Grigorios,Spain,ES,male,male,1.0,1
M.Deak.2,Michal,Spain,ES,male,male,0.98,240
J.Berjon.1,Javier,Mexico,MX,male,male,1.0,110245
P.Hoeflich.3,Peter,United States,US,male,male,1.0,252618
J.A.Silva.Castro.1,Jorge Antonio,Mexico,MX,male,male,0.99,1242
J.Larena.1,Julien,South Africa,ZA,male,male,0.83,238
G.A.RaveFranco.1,Geovanny,Mexico,MX,unknown,male,0.99,1303
E.JimenezVazquez.1,Erik,Mexico,MX,male,male,0.99,17569
M.D.Mendez.1,Martha,Mexico,MX,female,female,0.99,71627
C.Rodriguez.Leal.1,Carlos,Mexico,MX,male,male,1.0,250292
R.F.P.Mendes.1,RaissaP,Brazil,BR,unknown,unknown,0.0,0
N.Stergioulas.1,Nikolaos,Greece,GR,male,male,1.0,8237
Abhirup.Ghosh.1,Abhirup,Germany,DE,unknown,unknown,0.0,0
S.Marsat.1,Sylvain,France,FR,male,male,0.99,92181
R.A.Sanchez.Isidro.1,Rodolfo Abraham,Mexico,MX,male,male,1.0,1
L.Ng.1,Lenhard,United States,US,male,male,1.0,2
L.Bibrzycki.1,Lukasz,Poland,PL,unknown,male,1.0,16995
S.Deb.1,Suman,India,IN,female,male,0.53,9377
D.Thakur.1,Dhananjaya,China,CN,unknown,unknown,0.0,0
Y.Sarkis.1,Youssef,Mexico,MX,male,male,1.0,54
F.Tremblay.1,Frederick,Canada,CA,male,male,1.0,2002
P.Winternitz.1,Pavel,Canada,CA,male,male,1.0,1114
J.Louko.1,Jorma,United Kingdom,GB,male,male,0.89,19
C.G.Ryan.1,Mike,Mexico,MX,male,male,0.99,6606
